,index,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),High_Severity(ha),TSLF
959,959,PIUTE,35.495,-118.34,2008,6,14669.01,3083.67,0
1014,1014,PIUTE COMPLEX,35.527,-118.448,2012,8,603.99,161.91,0
749,749,PIXLEY,35.922,-119.365,1993,6,544.59,5.13,0
1095,1095,PLANADA,37.406,-120.292,2018,6,1875.69,160.65,0
854,854,PLASKETT 2,35.924,-121.414,2000,7,2356.83,551.25,0
1091,1091,PLEASANT,37.41,-118.445,2018,2,921.78,125.73,2
1485,1485,PLEASURE,33.5,-116.843,2004,4,1056.6,3.96,1
267,267,PLUM,38.746,-120.398,2002,11,746.73,66.06,0
549,549,POCKET,38.77,-122.883,2017,10,7565.58,781.47,0
256,256,POE,39.701,-121.48,2001,9,3417.66,1833.3,0
776,776,POLE,37.38,-118.613,1995,6,1649.25,117.72,1
1125,1125,POND,35.39569232,-120.4330707,2020,8,791.01,144.72,0
244,244,PONDEROSA,39.058,-120.92,2001,8,1241.19,645.03,0
532,532,PONDEROSA,39.578,-121.277,2017,8,1726.92,1237.23,0
448,448,PONDEROSA,40.424,-121.776,2012,8,11613.87,6441.66,0
646,646,PONOCHE 2,36.727,-120.768,1985,6,3037.41,654.57,1
515,515,PONY,41.614,-123.549,2016,6,1266.75,198.45,2
151,151,PONY,41.63,-123.577,1995,8,886.32,248.13,2
1548,1548,POOMACHA,33.3,-116.92,2007,10,19220.76,4576.32,0
1270,1270,POPPET,33.828,-116.876,1989,7,501.39,49.68,0
1219,1219,POPPY FIRE,34.745,-118.371,1986,8,496.44,97.56,0
821,821,POSO,35.525,-118.997,1997,8,914.85,358.47,0
1585,1585,POST,34.839,-118.905,2010,8,587.88,120.69,2
1345,1345,POWAY,32.973,-116.95,1995,8,704.43,231.12,0
79,79,POWDERHOUSE,39.658,-122.61,1988,8,683.1,1.8,0
327,327,POWER,41.012,-121.486,2007,7,425.88,9.45,0
463,463,POWER,38.25,-120.016,2013,8,478.89,197.91,0
295,295,POWER,38.502,-120.28,2004,10,6985.17,3406.77,0
284,284,POWER TOWER,40.59,-122.525,2004,3,632.7,10.26,4
1609,1609,POWERHOUSE,34.668,-118.457,2013,5,13052.79,5289.3,0
716,716,POWERHOUSE,37.113,-119.467,1989,7,4666.32,441.81,3
176,176,POWERHOUSE,40.411,-121.899,1998,8,690.21,3.69,0
995,995,POZO,35.329,-120.32,2010,8,546.21,229.86,1
1180,1180,PROCTOR,32.682,-116.886,1984,4,1222.2,229.86,1
1422,1422,PROCTOR,32.692,-116.918,1999,9,626.4,3.69,0
1621,1621,PULGAS,33.319,-117.391,2014,5,6046.47,393.3,0
1521,1521,PUSHWALLA,33.879,-116.088,2006,7,998.37,0.0,0
886,886,PW-03 GIN FLAT,37.789,-119.76,2002,10,1386.9,60.03,8
717,717,PW3,37.77,-119.77,1989,10,698.13,23.58,9
593,593,QUAIL,38.47420835,-122.0173739,2020,6,741.15,10.35,0
1528,1528,QUAIL,34.805,-118.819,2006,8,2004.21,351.81,1
1072,1072,QUAIL COMPLEX,35.605,-119.067,2017,7,808.92,0.27,0
28,28,QUAKING,41.465,-121.322,1987,7,1787.22,22.32,1
999,999,QUINN,35.756,-118.896,2011,6,1319.22,11.61,1
581,581,R-1  RANCH,40.598,-120.536,2019,8,1520.28,131.58,0
1656,1656,R-4,40.721,-119.918,2017,8,239.22,2.25,1
93,93,RACK,40.056,-120.34,1989,7,1399.05,602.64,0
7,7,RAIL,41.923,-120.65,1984,8,1224.81,489.78,1
1082,1082,RAILROAD,37.441,-119.613,2017,8,5165.91,3104.91,0
1280,1280,RAINBOW,40.33,-124.123,1990,8,1129.14,156.06,1
742,742,RAINBOW,37.592,-119.078,1992,8,3143.97,850.05,9
1289,1289,RAINBOW,33.439,-117.119,1992,9,1096.38,507.33,8
319,319,RALSTON,39.024,-120.681,2006,9,3224.88,817.56,0
443,443,RAMSEY,38.395,-120.157,2012,8,466.56,149.04,0
562,562,RANCH,39.269,-122.775,2018,7,172800.09,52395.66,0
1529,1529,RANCH,33.952,-116.919,2006,9,839.07,89.01,0
1557,1557,RANCH,34.516,-118.727,2007,10,14978.16,551.61,1
591,591,RANCH,40.055,-122.628,2019,11,1179.0,280.26,7
1427,1427,RANCH,34.457,-119.153,1999,12,1623.6,385.56,6
1688,1688,RANCH2,34.19694455,-117.9076775,2020,8,1650.06,1239.12,1
673,673,RANCHITA,35.185,-120.416,1986,8,766.44,2.52,1
754,754,RANCHO,36.3,-121.448,1993,8,2251.26,757.44,1
1157,1157,RANGE,35.307,-116.757,2005,5,1000.53,0.0,1
1068,1068,RANGE,35.925,-121.181,2017,6,845.1,0.0,0
1391,1391,RANGE,34.584,-120.285,1997,9,519.12,13.59,0
1134,1134,RATTLESNAKE,36.430343,-118.4150668,2020,8,3354.03,344.25,0
202,202,RAVE,40.8,-120.101,1999,8,1973.25,98.55,0
441,441,READING,40.553,-121.423,2012,7,10780.02,4521.06,0
1339,1339,RECHE,33.989,-117.245,1995,7,474.84,28.35,0
1435,1435,RECHE,34.019,-117.235,2001,7,752.13,297.99,1
181,181,RED,40.107,-122.425,1999,6,664.29,143.55,0
585,585,RED BANK,40.157,-122.676,2019,9,3257.91,507.24,0
688,688,RED MOUNTAIN,36.846,-119.391,1987,8,1761.12,17.64,0
1018,1018,RED ROCK,39.926,-119.968,2013,7,228.15,63.27,1
981,981,RED ROCK,39.765,-119.975,2009,7,759.33,13.5,0
424,424,RED ROCK,41.566,-123.166,2009,8,573.75,72.36,1
598,598,RED SALMON COMPLEX,41.11928079,-123.3944016,2020,7,58078.17,18323.64,0
413,413,REDSPOT,41.158,-123.405,2009,7,476.55,105.75,0
551,551,REDWOOD VALLEY INCIDENT,39.339,-123.213,2017,10,14787.99,3963.51,0
1106,1106,REFUGE,35.707,-119.617,2019,5,1379.61,50.94,1
1310,1310,REPPLIER,33.964,-116.923,1993,11,2446.92,309.33,0
209,209,REPTILE,40.973,-122.508,1999,8,735.48,259.02,0
1636,1636,RESERVOIR,34.197,-117.876,2016,6,513.0,0.72,0
1371,1371,RESERVOIR,34.196,-117.879,1996,8,619.47,176.13,0
1646,1646,REY,34.586,-119.725,2016,8,13488.75,46.26,1
1550,1550,RICE,33.384,-117.18,2007,10,4053.87,475.47,0
404,404,RICH,40.04,-121.137,2008,7,2702.25,1119.42,0
641,641,RICH BAR,35.458,-118.707,1985,6,3294.18,4.59,0
848,848,RICH BAR COMPLEX,35.451,-118.767,1999,9,892.89,7.65,0
938,938,RICO,36.05,-120.693,2006,7,4778.55,712.89,1
1524,1524,RIDGE,34.913,-119.297,2006,7,1006.92,33.03,0
1020,1020,RIM,37.916,-119.969,2013,8,104023.89,45931.05,0
531,531,RIMROCK,41.966,-120.997,2017,7,688.77,12.51,1
159,159,RIMROCK,38.305,-120.431,1996,8,1092.15,275.04,0
1377,1377,RINCON,33.258,-116.96,1996,10,921.6,5.76,7
49,49,RIPSTEIN,40.902,-123.04,1987,8,1376.19,459.18,0
560,560,RIVER,39.055,-123.019,2018,7,19795.68,5119.74,0
78,78,RIVER,38.794,-122.966,1988,8,585.99,53.01,0
1128,1128,RIVER,36.4817366,-121.5674233,2020,8,20308.05,4228.11,0
676,676,RIVER,36.378,-121.425,1986,11,1866.69,295.11,6
501,501,RIVER COMPLEX,40.914,-123.364,2015,7,31779.45,7062.12,0
1075,1075,ROADRUNNER,36.015,-118.933,2017,7,985.23,64.89,0
436,436,ROBBERS,39.055,-120.887,2012,7,1064.34,434.97,0
988,988,ROBINSON,37.465,-120.358,2010,6,617.58,0.0,0
1640,1640,ROBLAR,33.402,-117.362,2016,7,494.37,0.09,0
1199,1199,ROBLAR,33.4,-117.342,1985,7,2973.51,56.88,0
1476,1476,ROBLAR 2,33.414,-117.382,2003,10,3263.22,1073.61,0
1110,1110,ROCK,37.475,-121.257,2019,6,990.09,90.18,1
163,163,ROCK,40.189,-123.009,1996,8,845.01,24.48,0
114,114,ROCK,40.505,-123.158,1991,9,451.26,257.76,1
949,949,ROCK 2,36.042,-118.781,2007,7,437.67,4.59,0
12,12,ROCK CREEK,39.851,-121.772,1985,6,472.68,53.28,1
607,607,ROCKWELL,39.68378687,-122.7719726,2020,8,581.4,316.35,0
777,777,ROCKY,35.481,-118.751,1995,7,743.58,8.46,0
491,491,ROCKY,38.91,-122.45,2015,7,38810.07,15231.78,0
1312,1312,ROCOSO,32.892,-116.98,1994,1,902.97,0.0,5
157,157,ROGGE,37.899,-120.113,1996,8,7106.58,1348.74,0
843,843,ROMERO,37.107,-121.097,1999,6,753.03,13.32,1
861,861,ROMERO,37.085,-121.077,2000,8,640.26,144.72,0
111,111,ROSS,41.792,-121.529,1990,8,1549.89,0.0,1
1038,1038,ROUGH,36.852,-118.884,2015,8,59231.16,15513.21,0
1030,1030,ROUND,37.491,-118.624,2015,2,2506.59,111.78,4
795,795,ROUND MOUNTAIN,35.479,-118.909,1996,6,1014.21,225.0,0
499,499,ROUTE COMPLEX,40.601,-123.541,2015,7,14343.21,3375.72,0
125,125,RUBY,38.145,-120.195,1992,9,1613.34,1346.67,0
1232,1232,RUBY,34.594,-118.555,1987,9,4046.76,1154.34,1
85,85,RUMSEY,38.877,-122.275,1988,9,564.48,89.1,0
213,213,RUMSEY,38.881,-122.256,1999,9,1246.68,90.72,0
296,296,RUMSEY,38.757,-122.274,2004,10,15918.03,390.6,0
1500,1500,RUNWAY,34.355,-117.497,2004,9,572.58,4.23,9
262,262,RUSH,40.632,-120.102,2002,7,2101.14,2.07,0
311,311,RUSH,41.091,-123.006,2006,7,2136.96,261.0,0
449,449,RUSH,40.603,-120.09,2012,8,107125.11,3534.12,0
435,435,RUTH,40.258,-123.299,2011,9,450.45,146.34,10
1664,1664,RYE,34.43,-118.635,2017,12,1980.81,36.9,5
1292,1292,SABODAN,35.025,-119.023,1993,5,789.39,6.57,1
1061,1061,SACATA,36.927,-119.264,2016,10,923.67,25.29,1
489,489,SADDLE,40.687,-123.534,2015,6,770.67,252.36,1
1252,1252,SADDLE,40.1,-124.086,1988,9,2122.56,371.52,0
1678,1678,SADDLERIDGE,34.318,-118.515,2019,10,3883.41,661.59,0
1641,1641,SAGE,34.366,-118.574,2016,7,405.99,6.03,0
317,317,SAGE,41.708,-120.504,2006,7,2215.35,8.73,2
1153,1153,SAGE FLAT,36.222,-118.047,1996,7,587.07,51.3,25
461,461,SALMON RIVER COMPLEX,41.314,-123.203,2013,7,6054.93,2027.52,0
611,611,SALT,37.99910983,-120.7523615,2020,8,642.15,0.27,1
450,450,SALT CREEK,40.841,-122.321,2012,8,470.7,112.68,0
0,0,SALT SPRING,38.004,-120.647,1984,6,1957.23,261.72,1
1620,1620,SAN DIEGO COMPLEX,33.11,-117.15,2014,5,878.04,56.88,0
1263,1263,SAN FRANCISCO,34.649,-118.384,1989,6,947.97,243.18,0
1509,1509,SAN TIMOTEO,33.975,-117.15,2005,9,424.08,13.77,0
579,579,SAND,38.904,-122.259,2019,6,989.28,207.9,1
1175,1175,SAND,35.119,-118.301,2012,7,557.82,4.86,47
472,472,SAND,38.575,-120.79,2014,7,1787.13,370.26,0
1642,1642,SAND,34.391,-118.35,2016,7,16815.15,261.0,1
1171,1171,SAND 2,35.783,-117.966,2010,7,440.37,18.9,13
1676,1676,SANDALWOOD,33.999,-117.084,2019,10,421.2,6.21,0
1695,1695,SANDERSON,33.90043808,-117.0630626,2020,12,784.62,35.82,0
1386,1386,SANTA ROSA,34.634,-120.33,1997,8,1145.97,149.49,0
1242,1242,SANTIAGO,34.916,-119.299,1988,6,657.72,0.0,2
1551,1551,SANTIAGO,33.72,-117.66,2007,10,11171.52,1492.47,0
722,722,SAVAGE,37.649,-119.878,1990,8,900.72,357.39,0
519,519,SAWMILL,38.814,-122.841,2016,9,638.01,115.56,0
942,942,SAWMILL,37.804,-118.63,2006,9,2870.37,238.5,1
1567,1567,SAYRE,34.339,-118.462,2008,11,4544.82,2171.61,0
1069,1069,SCHAEFFER,36.096,-118.365,2017,6,6515.01,2199.33,0
1516,1516,SCHOOL,34.307,-119.264,2005,11,1442.97,10.17,3
1682,1682,SCORPION,34.03622128,-119.5422172,2020,5,523.62,0.72,2
432,432,SCORPION COMPLEX,41.776,-121.357,2011,7,1120.5,4.77,1
1383,1383,SCOTCH,34.027,-117.238,1997,8,610.38,1.89,0
161,161,SCOTT,38.565,-121.047,1996,8,3572.1,1821.15,0
457,457,SCOTTS,39.145,-123.045,2012,9,2015.91,553.05,0
1318,1318,SCOUT,34.39,-117.642,1994,6,1411.74,212.4,0
1129,1129,SCU COMPLEX,37.35146709,-121.4469168,2020,8,160572.42,17002.44,0
655,655,SECO,36.227,-121.44,1985,7,847.26,42.03,0
739,739,SECO,36.22,-121.458,1992,8,1086.12,320.67,0
1313,1313,SECOND,33.182,-116.832,1994,6,2164.41,96.03,0
4,4,SECOND,40.034,-120.14,1984,8,486.09,0.54,0
282,282,SECRET,40.628,-120.24,2003,10,455.31,0.18,0
1564,1564,SESNON,34.307,-118.604,2008,10,6162.75,1546.29,0
1256,1256,SESNON FIRE,34.311,-118.532,1988,12,1015.83,3.33,3
787,787,SEVEN MILE,35.262,-119.86,1996,5,1099.89,3.6,0
248,248,SHAFFER,40.42,-120.314,2001,8,491.22,0.0,0
946,946,SHANNON,35.984,-118.853,2007,6,948.06,9.45,0
1421,1421,SHANNON,34.552,-118.186,1999,8,1438.65,26.28,1
1185,1185,SHANNON FIRE,34.552,-118.183,1984,5,1437.93,0.0,0
1354,1354,SHEEP,33.374,-116.518,1996,4,544.41,64.71,0
605,605,SHEEP,40.32565658,-120.7209697,2020,8,11911.41,6628.05,0
1577,1577,SHEEP,34.31,-117.541,2009,10,3014.91,146.25,7
205,205,SHEEP 1,40.88,-122.478,1999,8,1058.31,178.83,0
991,991,SHEEP COMPLEX,36.783,-118.722,2010,7,3889.71,710.64,0
1535,1535,SHEKELL,34.329,-118.894,2006,12,4165.83,31.95,3
853,853,SHELL,35.151,-119.617,2000,7,2317.41,0.0,0
1203,1203,SHELL,33.919,-117.784,1985,8,578.88,10.8,1
1637,1637,SHERPA,34.497,-120.033,2016,6,3021.39,608.22,0
772,772,SHERWOOD,35.628,-119.052,1995,5,487.98,27.0,0
1197,1197,SHERWOOD FIRE,34.117,-118.857,1985,6,1577.97,262.44,1
497,497,SHIELL,40.469,-123.066,2015,7,10051.11,2047.23,0
107,107,SHINN,40.692,-120.194,1990,8,7270.38,403.02,0
1022,1022,SHIRLEY,35.702,-118.517,2014,6,1131.21,201.42,0
1601,1601,SHOCKEY,32.618,-116.335,2012,9,1079.46,83.52,0
1425,1425,SHOCKEY,32.608,-116.406,1999,10,1416.33,9.63,2
1319,1319,SHOOTING,34.46,-118.045,1994,6,1655.64,12.42,0
975,975,SHOTGUN,36.322,-118.533,2009,6,521.37,26.1,0
420,420,SHU LIGHTNING COMPLEX (CASSEL),40.942,-121.487,2009,8,2609.1,171.99,0
423,423,SHU LIGHTNING COMPLEX (CHALK),40.986,-121.812,2009,8,2772.18,882.54,0
373,373,SHU LIGHTNING COMPLEX (DEERLICK),40.452,-122.846,2008,6,5503.68,383.67,0
421,421,SHU LIGHTNING COMPLEX (GOOSE),40.973,-121.762,2009,8,1721.79,540.18,0
376,376,SHU LIGHTNING COMPLEX (KIRKMAN),40.528,-122.071,2008,6,925.56,2.25,0
379,379,SHU LIGHTNING COMPLEX (LOWER),40.638,-122.764,2008,6,594.99,6.03,0
377,377,SHU LIGHTNING COMPLEX (MOON),40.546,-122.663,2008,6,14648.94,5133.6,0
381,381,SHU LIGHTNING COMPLEX (MOTION),40.698,-122.51,2008,6,11879.19,3094.29,0
383,383,SHU LIGHTNING COMPLEX (PINE),40.726,-122.074,2008,6,802.89,90.81,0
386,386,SHU LIGHTNING COMPLEX (STEIN),40.787,-122.091,2008,6,513.9,24.03,0
392,392,SHU LIGHTNING COMPLEX (VENTURE),40.982,-121.581,2008,6,808.02,148.23,0
1517,1517,SIERRA,33.823,-117.69,2006,2,3801.15,1104.39,4
796,796,SIERRA,35.763,-118.406,1996,6,464.04,0.27,0
1615,1615,SILVER,33.879,-116.804,2013,8,8442.54,910.98,2
1231,1231,SILVERADO,33.748,-117.524,1987,9,2585.97,358.02,0
1692,1692,SILVERADO,33.71881574,-117.7001636,2020,10,5020.83,471.96,0
1482,1482,SIMI,34.335,-118.792,2003,10,43606.71,3429.09,0
774,774,SIMMLER,35.271,-119.974,1995,6,490.5,0.0,0
705,705,SIMPSON,36.985,-118.638,1988,7,440.01,75.42,0
285,285,SIMS,40.702,-123.544,2004,7,1540.89,888.93,0
396,396,SISKIYOU-BLUE 2 COMPLEX (BLUE 2),41.614,-123.658,2008,6,40804.29,9391.95,1
631,631,SITE 300 3,37.651,-121.474,1984,6,2794.77,401.67,1
438,438,SITES COMPLEX,39.363,-122.447,2012,7,1460.34,76.95,0
219,219,SIXTEEN,38.803,-122.328,1999,10,15034.23,674.28,0
456,456,SIXTEEN COMPLEX,39.01,-122.305,2012,9,7359.57,1446.12,0
10,10,SKEDADDLE,40.305,-120.158,1985,5,549.0,0.0,1
783,783,SKYLINE,36.0,-120.041,1996,4,8778.96,484.74,0
260,260,SKYWAY,39.686,-121.716,2002,6,881.55,0.99,1
1059,1059,SLATE,36.082,-118.556,2016,10,858.87,41.76,0
64,64,SLATER,41.834,-123.348,1987,8,2364.66,659.52,0
618,618,SLATER,41.94589683,-123.5010248,2020,9,45117.0,30891.87,0
738,738,SLICKROCK,35.965,-121.345,1992,8,990.99,401.76,0
1553,1553,SLIDE,34.231,-117.095,2007,10,5207.85,1256.4,0
1137,1137,SLINK,38.52241737,-119.5658973,2020,8,10792.26,2520.72,0
884,884,SLINKARD,38.65,-119.567,2002,7,3602.16,999.0,2
1086,1086,SLINKARD,38.659,-119.571,2017,8,3434.76,815.13,1
1436,1436,SLOAN,34.502,-118.65,2001,8,721.44,111.6,2
993,993,SLOPE,37.903,-119.669,2010,7,945.45,17.46,0
1226,1226,SLU-0864,35.041,-120.347,1987,5,1435.41,1.8,0
272,272,SMOKE,40.699,-119.999,2003,7,1995.84,0.09,0
117,117,SMUD 1,38.591,-121.067,1992,6,514.98,2.07,1
573,573,SNELL,38.714,-122.39,2018,9,1008.63,177.12,0
735,735,SNELLING,37.457,-120.365,1992,7,895.95,86.58,0
1691,1691,SNOW,33.87354472,-116.6795181,2020,9,2510.73,243.18,1
1049,1049,SOBERANES,36.322,-121.701,2016,7,53569.17,8930.25,0
1501,1501,SOBOBA,33.817,-116.918,2005,6,822.15,2.43,0
756,756,SODA,35.206,-119.917,1994,5,1385.37,0.0,0
1116,1116,SODA,35.33064948,-119.9490293,2020,6,666.0,0.0,0
1639,1639,SODA,35.026,-119.58,2016,6,896.04,0.0,1
346,346,SODA COMPLEX (BACK),39.37,-122.977,2008,6,705.69,108.54,0
349,349,SODA COMPLEX (BIG),39.416,-123.076,2008,6,799.56,197.01,0
351,351,SODA COMPLEX (MILL),39.477,-123.085,2008,6,1435.86,172.26,0
352,352,SODA COMPLEX (MONKEY  ROCK),39.544,-122.968,2008,6,722.43,54.27,0
1684,1684,SOLEDAD,34.45470565,-118.3362808,2020,7,609.39,0.9,1
1632,1632,SOLIMAR,34.303,-119.342,2015,12,465.93,43.92,4
521,521,SOUP COMPLEX,41.29,-120.269,2016,9,1133.19,184.14,9
186,186,SOUTH,39.532,-121.414,1999,8,871.47,120.06,0
584,584,SOUTH,40.118,-122.823,2019,9,2273.94,313.2,0
1083,1083,SOUTH FORK,37.568,-119.576,2017,8,3259.26,737.46,0
1415,1415,SPANISH,35.021,-119.983,1999,7,5606.28,1856.16,1
1326,1326,SPANISH,35.004,-119.936,1994,9,1322.46,201.87,1
279,279,SPANISH,39.634,-122.828,2003,9,2584.71,836.37,0
149,149,SPECIMEN,41.363,-123.151,1994,9,2896.56,1193.67,10
199,199,SPRING,40.384,-122.095,1999,8,2669.76,0.27,0
1021,1021,SPRING PEAK,38.25,-118.89,2013,8,1796.31,269.73,10
1607,1607,SPRINGS,34.133,-119.004,2013,5,9486.9,1446.66,0
1112,1112,SPRINGS,37.835,-118.904,2019,7,2413.62,4.05,1
1193,1193,SQUAW FLAT,34.443,-118.896,1984,10,2447.64,71.55,7
51,51,ST.CLAIRE,41.111,-123.184,1987,8,3459.24,299.25,0
1437,1437,STABLES,34.493,-118.495,2001,10,2722.59,427.05,2
458,458,STAFFORD,40.541,-123.107,2012,9,1825.56,914.04,0
875,875,STAGE,35.931,-118.925,2002,6,476.73,84.33,0
1465,1465,STAGE,33.638,-116.967,2003,7,811.53,9.36,0
1139,1139,STAGECOACH,35.45344473,-118.484881,2020,8,3115.08,472.95,1
1248,1248,STAGECOACH,33.781,-117.123,1988,9,1632.24,0.54,0
1399,1399,STALLION FIRE,34.028,-117.243,1998,7,421.11,1.35,1
1335,1335,STANLEY,33.541,-116.876,1995,7,1367.64,50.85,0
264,264,STANZA,41.669,-123.314,2002,7,1251.54,345.78,2
245,245,STAR,39.099,-120.49,2001,8,6817.23,4202.37,0
678,678,STATECA 17,36.3,-120.29,1987,5,879.12,71.73,0
1573,1573,STATION,34.327,-118.136,2009,8,66918.78,10462.32,0
723,723,STEAMBOAT,37.685,-119.702,1990,8,2066.4,568.98,0
1307,1307,STECKEL,34.382,-119.153,1993,10,10602.18,15.39,0
530,530,STEELE,41.879,-120.895,2017,7,19892.61,1012.59,0
493,493,STEELHEAD,40.198,-123.624,2015,7,846.63,32.04,0
1596,1596,STEWART,33.138,-116.495,2012,8,3844.8,147.24,0
1283,1283,STOCKTON,34.316,-117.604,1991,8,608.76,67.41,2
1186,1186,STODDARD 2,34.701,-117.075,1984,5,994.41,7.83,0
1295,1295,STODDARD 4,34.698,-117.123,1993,7,1009.17,5.31,2
1666,1666,STONE,34.55,-118.292,2018,6,671.49,3.33,1
572,572,STONE,41.425,-121.013,2018,8,15966.45,1512.36,1
837,837,STONEWALL,36.471,-121.152,1998,8,1203.66,206.55,0
1045,1045,STONY,35.989,-121.293,2016,6,1995.57,24.93,0
1023,1023,STONY,35.983,-121.284,2014,6,2361.87,103.14,1
721,721,STORMY,35.804,-118.526,1990,8,9373.77,5468.13,0
230,230,STORRIE,40.027,-121.287,2000,8,20068.47,8686.53,1
72,72,STRAUSE,40.993,-123.107,1987,9,2589.75,781.02,0
286,286,STRAYLOR,40.826,-121.078,2004,7,1412.82,361.17,0
240,240,STREAM,40.183,-120.606,2001,7,1483.83,1015.92,0
927,927,STUHR,37.331,-121.135,2006,5,625.86,7.47,1
808,808,STUMPFIELD,37.426,-119.817,1996,8,1192.77,196.29,0
1448,1448,SUDDEN RANCH,34.547,-120.532,2002,6,3172.32,177.03,0
1223,1223,SUEY RANCH WEST,35.034,-120.248,1986,10,509.94,0.54,1
204,204,SUGAR,40.878,-122.431,1999,8,2064.69,215.64,0
145,145,SUGARFOOT,39.883,-122.79,1994,8,1121.49,190.98,0
657,657,SUGARLOAF,36.715,-118.662,1985,7,1077.93,24.39,0
550,550,SULFUR,38.992,-122.666,2017,10,1034.19,243.81,0
879,879,SULPHUR SPRINGS,36.042,-121.239,2002,7,758.34,51.66,0
1606,1606,SUMMIT,33.959,-116.909,2013,5,1344.51,217.08,0
958,958,SUMMIT,37.047,-121.794,2008,5,1472.31,525.69,1
1396,1396,SUMMIT,32.605,-116.733,1998,7,423.09,7.11,0
897,897,SUMMIT COMPLEX,36.229,-118.141,2003,8,2574.72,373.41,0
577,577,SUN,40.23,-122.143,2018,10,1586.61,82.17,1
811,811,SUR,36.259,-121.739,1996,10,1704.42,224.82,7
465,465,SWEDES,39.464,-121.411,2013,8,1057.77,249.21,0
1198,1198,SYCAMORE,32.932,-116.947,1985,7,409.32,0.45,0
670,670,SYCAMORE,36.921,-119.256,1986,7,471.24,1.62,0
1334,1334,SYCAMORE,32.91,-117.014,1995,7,865.53,76.23,0
1343,1343,SYCAMORE,32.607,-116.727,1995,8,3946.59,1623.15,0
133,133,TABLE,39.549,-121.572,1994,6,490.41,5.85,0
137,137,TABLE,41.254,-120.433,1994,7,894.06,714.15,0
1114,1114,TABOOSE,37.018,-118.345,2019,9,4189.32,57.42,1
1006,1006,TAMARACK,37.778,-119.735,2011,9,409.95,32.04,0
952,952,TAR,35.928,-120.297,2007,8,2184.21,676.35,0
1065,1065,TARINA,35.385,-118.793,2017,6,508.86,0.63,0
1099,1099,TARINA,35.388,-118.758,2018,8,2013.3,220.41,0
1041,1041,TASSAJARA,36.391,-121.589,2015,9,439.74,40.14,8
1405,1405,TAYLOR,33.982,-117.022,1998,10,823.86,123.12,0
1568,1568,TEA,34.454,-119.676,2008,11,779.31,72.45,6
1217,1217,TECALOTE,34.26,-117.89,1986,7,1653.57,1423.26,0
196,196,TEHAMA-GLENN COMPLEX (DEHAVEN GULCH),40.284,-121.945,1999,8,6978.24,162.81,0
968,968,TEHIPITE,36.941,-118.811,2008,7,4938.12,500.49,0
1463,1463,TEJON,34.852,-118.886,2003,6,483.12,92.34,1
1145,1145,TEJON,35.041,-118.608,1990,8,3099.87,154.8,24
969,969,TELEGRAPH,37.607,-120.015,2008,7,13547.25,2110.59,2
60,60,TEN BALD,41.756,-123.526,1987,8,7946.28,1543.86,0
1675,1675,TENAJA,33.549,-117.258,2019,9,733.32,22.59,1
414,414,TENNANT,41.704,-122.012,2009,7,1241.37,489.33,1
920,920,TESLA,37.661,-121.565,2005,7,2685.6,434.16,1
1039,1039,TESLA,37.636,-121.594,2015,8,1015.38,0.81,0
1249,1249,TEXAS,34.188,-117.49,1988,9,2983.23,335.88,0
370,370,TGU LIGHTNING COMPLEX (ANTELOPE),40.251,-121.871,2008,6,1356.57,24.66,0
366,366,TGU LIGHTNING COMPLEX (MILL),40.162,-121.868,2008,6,5440.95,82.08,0
1266,1266,THING 2,32.857,-116.386,1989,7,1881.72,1003.32,0
545,545,THIRTY SEVEN,38.155,-122.474,2017,10,718.2,75.42,0
1663,1663,THOMAS,34.459,-119.303,2017,12,114042.96,19583.55,0
67,67,THOMPSON,41.93,-123.394,1987,8,2086.38,209.79,0
933,933,THREE ROCKS,36.501,-120.504,2006,7,3778.47,74.7,0
1588,1588,THREE SLASHES,33.275,-114.703,2011,8,803.97,598.05,0
1515,1515,THURMAN,34.116,-117.008,2005,10,435.15,217.17,1
1680,1680,TICK,34.451,-118.394,2019,10,1978.74,11.34,1
316,316,TITUS,41.609,-123.355,2006,7,2475.81,731.34,0
100,100,TOF 33,39.69,-120.067,1990,8,421.56,101.97,0
838,838,TOM,37.322,-118.618,1998,8,1362.06,379.89,0
1622,1622,TOMAHAWK,33.358,-117.285,2014,5,2193.39,127.8,0
1511,1511,TOPANGA,34.218,-118.696,2005,9,9765.99,4282.47,0
1633,1633,TOPOCK,34.74,-114.51,2016,4,78.3,4.86,2
1164,1164,TOUGH NUT,35.001,-115.524,2006,7,460.17,0.72,0
1506,1506,TOVEY,34.541,-118.161,2005,7,479.43,16.29,1
819,819,TOWER,35.69,-118.412,1997,7,620.73,3.96,1
223,223,TOWN,39.607,-122.652,2000,3,1005.75,115.92,1
982,982,TRAILER 1,39.921,-119.993,2009,7,180.18,40.14,1
514,514,TRAILHEAD,38.963,-120.83,2016,6,2323.53,1029.6,0
35,35,TRAVIS,40.092,-123.225,1987,8,4680.72,877.86,0
17,17,TRELOAR COMPLEX,40.808,-123.214,1985,7,1650.69,365.49,0
1298,1298,TRIBAL,33.517,-116.771,1993,10,854.19,0.18,0
807,807,TRIMMER,36.893,-119.346,1996,8,2304.36,62.28,0
44,44,TRINITY,40.606,-123.388,1987,8,542.34,37.26,0
247,247,TROUGH,39.399,-122.705,2001,8,10224.18,1995.39,0
1445,1445,TROY,32.826,-116.392,2002,6,517.77,162.54,0
